subclasse_codigo,secao,secao_denominacao,divisao,divisao_denominacao,grupo,grupo_denominacao,classe,classe_denominacao,subclasse,subclasse_denominacao
5011401,Seção,Transporte marítimo de cabotagem - Carga,50,TRANSPORTE AQUAVIÁRIO,50.1,Transporte marítimo de cabotagem e longo curso,50.11-4,Transporte marítimo de cabotagem,5011-4/01,Transporte marítimo de cabotagem - Carga
5011402,Seção,Transporte marítimo de cabotagem - passageiros,50,TRANSPORTE AQUAVIÁRIO,50.1,Transporte marítimo de cabotagem e longo curso,50.11-4,Transporte marítimo de cabotagem,5011-4/02,Transporte marítimo de cabotagem - passageiros
5012201,Seção,Transporte marítimo de longo curso - Carga,50,TRANSPORTE AQUAVIÁRIO,50.1,Transporte marítimo de cabotagem e longo curso,50.12-2,Transporte marítimo de longo curso,5012-2/01,Transporte marítimo de longo curso - Carga
5012202,Seção,Transporte marítimo de longo curso - Passageiros,50,TRANSPORTE AQUAVIÁRIO,50.1,Transporte marítimo de cabotagem e longo curso,50.12-2,Transporte marítimo de longo curso,5012-2/02,Transporte marítimo de longo curso - Passageiros
5021101,Seção,"Transporte por navegação interior de carga, municipal, exceto travessia",50,TRANSPORTE AQUAVIÁRIO,50.2,Transporte por navegação interior,50.21-1,Transporte por navegação interior de carga,5021-1/01,"Transporte por navegação interior de carga, municipal, exceto travessia"
5021102,Seção,"Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia",50,TRANSPORTE AQUAVIÁRIO,50.2,Transporte por navegação interior,50.21-1,Transporte por navegação interior de carga,5021-1/02,"Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia"
5022001,Seção,"Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia",50,TRANSPORTE AQUAVIÁRIO,50.2,Transporte por navegação interior,50.22-0,Transporte por navegação interior de passageiros em linhas regulares,5022-0/01,"Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia"
5022002,Seção,"Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia",50,TRANSPORTE AQUAVIÁRIO,50.2,Transporte por navegação interior,50.22-0,Transporte por navegação interior de passageiros em linhas regulares,5022-0/02,"Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia"
5030101,Seção,Navegação de apoio marítimo,50,TRANSPORTE AQUAVIÁRIO,50.3,Navegação de apoio,50.30-1,Navegação de apoio,5030-1/01,Navegação de apoio marítimo
5030102,Seção,Navegação de apoio portuário,50,TRANSPORTE AQUAVIÁRIO,50.3,Navegação de apoio,50.30-1,Navegação de apoio,5030-1/02,Navegação de apoio portuário
5091201,Seção,"Transporte por navegação de travessia, municipal",50,TRANSPORTE AQUAVIÁRIO,50.9,Outros transportes aquaviários,50.91-2,Transporte por navegação de travessia,5091-2/01,"Transporte por navegação de travessia, municipal"
5091202,Seção,"Transporte por navegação de travessia, intermunicipal",50,TRANSPORTE AQUAVIÁRIO,50.9,Outros transportes aquaviários,50.91-2,Transporte por navegação de travessia,5091-2/02,"Transporte por navegação de travessia, intermunicipal"
5099801,Seção,Transporte aquaviário para passeios turísticos,50,TRANSPORTE AQUAVIÁRIO,50.9,Outros transportes aquaviários,50.99-8,Transportes aquaviários não especificados anteriormente,5099-8/01,Transporte aquaviário para passeios turísticos
5099899,Seção,Outros transportes aquaviários não especificados anteriormente,50,TRANSPORTE AQUAVIÁRIO,50.9,Outros transportes aquaviários,50.99-8,Transportes aquaviários não especificados anteriormente,5099-8/99,Outros transportes aquaviários não especificados anteriormente
5111100,Seção,Transporte aéreo de passageiros regular,51,TRANSPORTE AÉREO,51.1,Transporte aéreo de passageiros,51.11-1,Transporte aéreo de passageiros regular,5111-1/00,Transporte aéreo de passageiros regular
5112901,Seção,Serviço de táxi aéreo e locação de aeronaves com tripulação,51,TRANSPORTE AÉREO,51.1,Transporte aéreo de passageiros,51.12-9,Transporte aéreo de passageiros não-regular,5112-9/01,Serviço de táxi aéreo e locação de aeronaves com tripulação
5112999,Seção,Outros serviços de transporte aéreo de passageiros não-regular,51,TRANSPORTE AÉREO,51.1,Transporte aéreo de passageiros,51.12-9,Transporte aéreo de passageiros não-regular,5112-9/99,Outros serviços de transporte aéreo de passageiros não-regular
5120000,Seção,Transporte aéreo de carga,51,TRANSPORTE AÉREO,51.2,Transporte aéreo de carga,51.20-0,Transporte aéreo de carga,5120-0/00,Transporte aéreo de carga
,Seção,Denominação,Divisão,TRANSPORTE AÉREO,Grupo,Transporte espacial,Classe,Transporte aéreo de carga,Subclasse,
5130700,Seção,Transporte espacial,Divisão,TRANSPORTE AÉREO,Grupo,Transporte espacial,51.30-7,Transporte espacial,5130-7/00,Transporte espacial
5211701,Seção,Armazéns gerais - emissão de warrant,52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.1,"Armazenamento, carga e descarga",52.11-7,Armazenamento,5211-7/01,Armazéns gerais - emissão de warrant
5211702,Seção,Guarda-móveis,52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.1,"Armazenamento, carga e descarga",52.11-7,Armazenamento,5211-7/02,Guarda-móveis
5211799,Seção,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis",52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.1,"Armazenamento, carga e descarga",52.11-7,Armazenamento,5211-7/99,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis"
5212500,Seção,Carga e descarga,52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.1,"Armazenamento, carga e descarga",52.12-5,Carga e descarga,5212-5/00,Carga e descarga
5221400,Seção,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.2,Atividades auxiliares dos transportes terrestres,52.21-4,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",5221-4/00,"Concessionárias de rodovias, pontes, túneis e serviços relacionados"
5222200,Seção,Terminais rodoviários e ferroviários,52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.2,Atividades auxiliares dos transportes terrestres,52.22-2,Terminais rodoviários e ferroviários,5222-2/00,Terminais rodoviários e ferroviários
5223100,Seção,Estacionamento de veículos,52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.2,Atividades auxiliares dos transportes terrestres,52.23-1,Estacionamento de veículos,5223-1/00,Estacionamento de veículos
5229001,Seção,"Serviços de apoio ao transporte por táxi, inclusive centrais de chamada",52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.2,Atividades auxiliares dos transportes terrestres,52.29-0,Atividades auxiliares dos transportes terrestres não especificadas anteriormente,5229-0/01,"Serviços de apoio ao transporte por táxi, inclusive centrais de chamada"
5229002,Seção,Serviços de reboque de veículos,52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.2,Atividades auxiliares dos transportes terrestres,52.29-0,Atividades auxiliares dos transportes terrestres não especificadas anteriormente,5229-0/02,Serviços de reboque de veículos
5229099,Seção,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente,52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.2,Atividades auxiliares dos transportes terrestres,52.29-0,Atividades auxiliares dos transportes terrestres não especificadas anteriormente,5229-0/99,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente
5231101,Seção,Administração da infra-estrutura portuária,52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.3,Atividades auxiliares dos transportes aquaviários,52.31-1,Gestão de portos e terminais,5231-1/01,Administração da infra-estrutura portuária
5231102,Seção,Operações de terminais,52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.3,Atividades auxiliares dos transportes aquaviários,52.31-1,Gestão de portos e terminais,5231-1/02,Operações de terminais
5232000,Seção,Atividades de agenciamento marítimo,52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.3,Atividades auxiliares dos transportes aquaviários,52.32-0,Atividades de agenciamento marítimo,5232-0/00,Atividades de agenciamento marítimo
5239700,Seção,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.3,Atividades auxiliares dos transportes aquaviários,52.39-7,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,5239-7/00,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente
5240101,Seção,Operação dos aeroportos e campos de aterrissagem,52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.4,Atividades auxiliares dos transportes aéreos,52.40-1,Atividades auxiliares dos transportes aéreos,5240-1/01,Operação dos aeroportos e campos de aterrissagem
5240199,Seção,"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem",52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.4,Atividades auxiliares dos transportes aéreos,52.40-1,Atividades auxiliares dos transportes aéreos,5240-1/99,"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem"
5250801,Seção,Comissaria de despachos,52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.5,Atividades relacionadas à organização do transporte de carga,52.50-8,Atividades relacionadas à organização do transporte de carga,5250-8/01,Comissaria de despachos
5250802,Seção,Atividades de despachantes aduaneiros,52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.5,Atividades relacionadas à organização do transporte de carga,52.50-8,Atividades relacionadas à organização do transporte de carga,5250-8/02,Atividades de despachantes aduaneiros
5250803,Seção,"Agenciamento de cargas, exceto para o transporte marítimo",52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.5,Atividades relacionadas à organização do transporte de carga,52.50-8,Atividades relacionadas à organização do transporte de carga,5250-8/03,"Agenciamento de cargas, exceto para o transporte marítimo"
5250804,Seção,Organização logística do transporte de carga,52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.5,Atividades relacionadas à organização do transporte de carga,52.50-8,Atividades relacionadas à organização do transporte de carga,5250-8/04,Organização logística do transporte de carga
5250805,Seção,Operador de transporte multimodal - OTM,52,ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,52.5,Atividades relacionadas à organização do transporte de carga,52.50-8,Atividades relacionadas à organização do transporte de carga,5250-8/05,Operador de transporte multimodal - OTM
5310501,Seção,Atividades do Correio Nacional,53,CORREIO E OUTRAS ATIVIDADES DE ENTREGA,53.1,Atividades de Correio,53.10-5,Atividades de Correio,5310-5/01,Atividades do Correio Nacional
,Seção,Denominação,Divisão,CORREIO E OUTRAS ATIVIDADES DE ENTREGA,Grupo,Atividades de Correio,Classe,Atividades de Correio,Subclasse,
5310502,Seção,Atividades de franqueadas e permissionárias do Correio Nacional,Divisão,CORREIO E OUTRAS ATIVIDADES DE ENTREGA,Grupo,Atividades de Correio,Classe,Atividades de Correio,5310-5/02,Atividades de franqueadas e permissionárias do Correio Nacional
5320201,Seção,Serviços de malote não realizados pelo Correio Nacional,Divisão,CORREIO E OUTRAS ATIVIDADES DE ENTREGA,53.2,Atividades de malote e de entrega,53.20-2,Atividades de malote e de entrega,5320-2/01,Serviços de malote não realizados pelo Correio Nacional
5320202,Seção,Serviços de entrega rápida,Divisão,CORREIO E OUTRAS ATIVIDADES DE ENTREGA,53.2,Atividades de malote e de entrega,53.20-2,Atividades de malote e de entrega,5320-2/02,Serviços de entrega rápida
5510801,I,Hotéis,55,ALOJAMENTO,55.1,Hotéis e similares,55.10-8,Hotéis e similares,5510-8/01,Hotéis
5510802,I,Apart-hotéis,55,ALOJAMENTO,55.1,Hotéis e similares,55.10-8,Hotéis e similares,5510-8/02,Apart-hotéis
5510803,I,Motéis,55,ALOJAMENTO,55.1,Hotéis e similares,55.10-8,Hotéis e similares,5510-8/03,Motéis
5590601,I,"Albergues, exceto assistenciais",55,ALOJAMENTO,55.9,Outros tipos de alojamento não especificados anteriormente,55.90-6,Outros tipos de alojamento não especificados anteriormente,5590-6/01,"Albergues, exceto assistenciais"
5590602,I,Campings,55,ALOJAMENTO,55.9,Outros tipos de alojamento não especificados anteriormente,55.90-6,Outros tipos de alojamento não especificados anteriormente,5590-6/02,Campings
5590603,I,Pensões (alojamento),55,ALOJAMENTO,55.9,Outros tipos de alojamento não especificados anteriormente,55.90-6,Outros tipos de alojamento não especificados anteriormente,5590-6/03,Pensões (alojamento)
5590699,I,Outros alojamentos não especificados anteriormente,55,ALOJAMENTO,55.9,Outros tipos de alojamento não especificados anteriormente,55.90-6,Outros tipos de alojamento não especificados anteriormente,5590-6/99,Outros alojamentos não especificados anteriormente
5611201,I,Restaurantes e similares,56,ALIMENTAÇÃO,56.1,Restaurantes e outros serviços de alimentação e bebidas,56.11-2,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2/01,Restaurantes e similares
5611202,I,Bares e outros estabelecimentos especializados em servir bebidas,56,ALIMENTAÇÃO,56.1,Restaurantes e outros serviços de alimentação e bebidas,56.11-2,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2/02,Bares e outros estabelecimentos especializados em servir bebidas
5611203,I,"Lanchonetes, casas de chá, de sucos e similares",56,ALIMENTAÇÃO,56.1,Restaurantes e outros serviços de alimentação e bebidas,56.11-2,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2/03,"Lanchonetes, casas de chá, de sucos e similares"
5612100,I,Serviços ambulantes de alimentação,56,ALIMENTAÇÃO,56.1,Restaurantes e outros serviços de alimentação e bebidas,56.12-1,Serviços ambulantes de alimentação,5612-1/00,Serviços ambulantes de alimentação
5620101,I,Fornecimento de alimentos preparados preponderantemente para empresas,56,ALIMENTAÇÃO,56.2,"Serviços de catering, bufê e outros serviços de comida preparada",56.20-1,"Serviços de catering, bufê e outros serviços de comida preparada",5620-1/01,Fornecimento de alimentos preparados preponderantemente para empresas
5620102,I,Serviços de alimentação para eventos e recepções - bufê,56,ALIMENTAÇÃO,56.2,"Serviços de catering, bufê e outros serviços de comida preparada",56.20-1,"Serviços de catering, bufê e outros serviços de comida preparada",5620-1/02,Serviços de alimentação para eventos e recepções - bufê
5620103,I,Cantinas - serviços de alimentação privativos,56,ALIMENTAÇÃO,56.2,"Serviços de catering, bufê e outros serviços de comida preparada",56.20-1,"Serviços de catering, bufê e outros serviços de comida preparada",5620-1/03,Cantinas - serviços de alimentação privativos
5620104,I,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,56,ALIMENTAÇÃO,56.2,"Serviços de catering, bufê e outros serviços de comida preparada",56.20-1,"Serviços de catering, bufê e outros serviços de comida preparada",5620-1/04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar
5811500,J,Edição de livros,58,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,58.1,"Edição de livros, jornais, revistas e outras atividades de edição",58.11-5,Edição de livros,5811-5/00,Edição de livros
5812300,J,Edição de jornais,58,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,58.1,"Edição de livros, jornais, revistas e outras atividades de edição",58.12-3,Edição de jornais,5812-3/00,Edição de jornais
5813100,J,Edição de revistas,58,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,58.1,"Edição de livros, jornais, revistas e outras atividades de edição",58.13-1,Edição de revistas,5813-1/00,Edição de revistas
5819100,J,"Edição de cadastros, listas e outros produtos gráficos",58,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,58.1,"Edição de livros, jornais, revistas e outras atividades de edição",58.19-1,"Edição de cadastros, listas e outros produtos gráficos",5819-1/00,"Edição de cadastros, listas e outros produtos gráficos"
,Seção,Denominação,Divisão,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,Grupo,"Edição integrada à impressão de livros, jornais, revistas e outras publicações",Classe,"Edição de cadastros, listas e outros produtos gráficos",Subclasse,
5821200,Seção,Edição integrada à impressão de livros,Divisão,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,Grupo,"Edição integrada à impressão de livros, jornais, revistas e outras publicações",58.21-2,Edição integrada à impressão de livros,5821-2/00,Edição integrada à impressão de livros
5822100,Seção,Edição integrada à impressão de jornais,Divisão,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,Grupo,"Edição integrada à impressão de livros, jornais, revistas e outras publicações",58.22-1,Edição integrada à impressão de jornais,5822-1/00,Edição integrada à impressão de jornais
5823900,Seção,Edição integrada à impressão de revistas,Divisão,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,Grupo,"Edição integrada à impressão de livros, jornais, revistas e outras publicações",58.23-9,Edição integrada à impressão de revistas,5823-9/00,Edição integrada à impressão de revistas
5829800,Seção,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos",Divisão,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,Grupo,"Edição integrada à impressão de livros, jornais, revistas e outras publicações",58.29-8,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos",5829-8/00,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos"
5911101,Seção,Estúdios cinematográficos,59,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA",59.1,"Atividades cinematográficas, produção de vídeos e de programas de televisão",59.11-1,"Atividades de produção cinematográfica, de vídeos e de programas de televisão",5911-1/01,Estúdios cinematográficos
5911102,Seção,Produção de filmes para publicidade,59,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA",59.1,"Atividades cinematográficas, produção de vídeos e de programas de televisão",59.11-1,"Atividades de produção cinematográfica, de vídeos e de programas de televisão",5911-1/02,Produção de filmes para publicidade
5911199,Seção,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",59,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA",59.1,"Atividades cinematográficas, produção de vídeos e de programas de televisão",59.11-1,"Atividades de produção cinematográfica, de vídeos e de programas de televisão",5911-1/99,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente"
5912001,Seção,Serviços de dublagem,59,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA",59.1,"Atividades cinematográficas, produção de vídeos e de programas de televisão",59.12-0,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão",5912-0/01,Serviços de dublagem
5912002,Seção,Serviços de mixagem sonora em produção audiovisual,59,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA",59.1,"Atividades cinematográficas, produção de vídeos e de programas de televisão",59.12-0,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão",5912-0/02,Serviços de mixagem sonora em produção audiovisual
5912099,Seção,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",59,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA",59.1,"Atividades cinematográficas, produção de vídeos e de programas de televisão",59.12-0,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão",5912-0/99,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente"
5913800,Seção,"Distribuição cinematográfica, de vídeo e de programas de televisão",59,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA",59.1,"Atividades cinematográficas, produção de vídeos e de programas de televisão",59.13-8,"Distribuição cinematográfica, de vídeo e de programas de televisão",5913-8/00,"Distribuição cinematográfica, de vídeo e de programas de televisão"
5914600,Seção,Atividades de exibição cinematográfica,59,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA",59.1,"Atividades cinematográficas, produção de vídeos e de programas de televisão",59.14-6,Atividades de exibição cinematográfica,5914-6/00,Atividades de exibição cinematográfica
5920100,Seção,Atividades de gravação de som e de edição de música,59,"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA",59.2,Atividades de gravação de som e de edição de música,59.20-1,Atividades de gravação de som e de edição de música,5920-1/00,Atividades de gravação de som e de edição de música
6010100,Seção,Atividades de rádio,60,ATIVIDADES DE RÁDIO E DE TELEVISÃO,60.1,Atividades de rádio,60.10-1,Atividades de rádio,6010-1/00,Atividades de rádio
6021700,Seção,Atividades de televisão aberta,60,ATIVIDADES DE RÁDIO E DE TELEVISÃO,60.2,Atividades de televisão,60.21-7,Atividades de televisão aberta,6021-7/00,Atividades de televisão aberta
6022501,Seção,Programadoras,60,ATIVIDADES DE RÁDIO E DE TELEVISÃO,60.2,Atividades de televisão,60.22-5,Programadoras e atividades relacionadas à televisão por assinatura,6022-5/01,Programadoras
6022502,Seção,"Atividades relacionadas à televisão por assinatura, exceto programadoras",60,ATIVIDADES DE RÁDIO E DE TELEVISÃO,60.2,Atividades de televisão,60.22-5,Programadoras e atividades relacionadas à televisão por assinatura,6022-5/02,"Atividades relacionadas à televisão por assinatura, exceto programadoras"
6110801,Seção,Serviços de telefonia fixa comutada - STFC,61,TELECOMUNICAÇÕES,61.1,Telecomunicações por fio,61.10-8,Telecomunicações por fio,6110-8/01,Serviços de telefonia fixa comutada - STFC
6110802,Seção,Serviços de redes de transporte de telecomunicações - SRTT,61,TELECOMUNICAÇÕES,61.1,Telecomunicações por fio,61.10-8,Telecomunicações por fio,6110-8/02,Serviços de redes de transporte de telecomunicações - SRTT
6110803,Seção,Serviços de comunicação multimídia - SCM,61,TELECOMUNICAÇÕES,61.1,Telecomunicações por fio,61.10-8,Telecomunicações por fio,6110-8/03,Serviços de comunicação multimídia - SCM
,Seção,Denominação,Divisão,TELECOMUNICAÇÕES,Grupo,Telecomunicações por fio,Classe,Telecomunicações por fio,Subclasse,
6110899,Seção,Serviços de telecomunicações por fio não especificados anteriormente,Divisão,TELECOMUNICAÇÕES,Grupo,Telecomunicações por fio,Classe,Telecomunicações por fio,6110-8/99,Serviços de telecomunicações por fio não especificados anteriormente
6120501,Seção,Telefonia móvel celular,Divisão,TELECOMUNICAÇÕES,61.2,Telecomunicações sem fio,61.20-5,Telecomunicações sem fio,6120-5/01,Telefonia móvel celular
6120502,Seção,Serviço móvel especializado - SME,Divisão,TELECOMUNICAÇÕES,61.2,Telecomunicações sem fio,61.20-5,Telecomunicações sem fio,6120-5/02,Serviço móvel especializado - SME
6120599,Seção,Serviços de telecomunicações sem fio não especificados anteriormente,Divisão,TELECOMUNICAÇÕES,61.2,Telecomunicações sem fio,61.20-5,Telecomunicações sem fio,6120-5/99,Serviços de telecomunicações sem fio não especificados anteriormente
6130200,Seção,Telecomunicações por satélite,Divisão,TELECOMUNICAÇÕES,61.3,Telecomunicações por satélite,61.30-2,Telecomunicações por satélite,6130-2/00,Telecomunicações por satélite
6141800,Seção,Operadoras de televisão por assinatura por cabo,Divisão,TELECOMUNICAÇÕES,61.4,Operadoras de televisão por assinatura,61.41-8,Operadoras de televisão por assinatura por cabo,6141-8/00,Operadoras de televisão por assinatura por cabo
6142600,Seção,Operadoras de televisão por assinatura por microondas,Divisão,TELECOMUNICAÇÕES,61.4,Operadoras de televisão por assinatura,61.42-6,Operadoras de televisão por assinatura por microondas,6142-6/00,Operadoras de televisão por assinatura por microondas
6143400,Seção,Operadoras de televisão por assinatura por satélite,Divisão,TELECOMUNICAÇÕES,61.4,Operadoras de televisão por assinatura,61.43-4,Operadoras de televisão por assinatura por satélite,6143-4/00,Operadoras de televisão por assinatura por satélite
6190601,Seção,Provedores de acesso às redes de comunicações,Divisão,TELECOMUNICAÇÕES,61.9,Outras atividades de telecomunicações,61.90-6,Outras atividades de telecomunicações,6190-6/01,Provedores de acesso às redes de comunicações
6190602,Seção,Provedores de voz sobre protocolo internet - VOIP,Divisão,TELECOMUNICAÇÕES,61.9,Outras atividades de telecomunicações,61.90-6,Outras atividades de telecomunicações,6190-6/02,Provedores de voz sobre protocolo internet - VOIP
6190699,Seção,Outras atividades de telecomunicações não especificadas anteriormente,Divisão,TELECOMUNICAÇÕES,61.9,Outras atividades de telecomunicações,61.90-6,Outras atividades de telecomunicações,6190-6/99,Outras atividades de telecomunicações não especificadas anteriormente
6201500,Seção,Desenvolvimento de programas de computador sob encomenda,62,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,62.0,Atividades dos serviços de tecnologia da informação,62.01-5,Desenvolvimento de programas de computador sob encomenda,6201-5/00,Desenvolvimento de programas de computador sob encomenda
6202300,Seção,Desenvolvimento e licenciamento de programas de computador customizáveis,62,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,62.0,Atividades dos serviços de tecnologia da informação,62.02-3,Desenvolvimento e licenciamento de programas de computador customizáveis,6202-3/00,Desenvolvimento e licenciamento de programas de computador customizáveis
6203100,Seção,Desenvolvimento e licenciamento de programas de computador não-customizáveis,62,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,62.0,Atividades dos serviços de tecnologia da informação,62.03-1,Desenvolvimento e licenciamento de programas de computador não-customizáveis,6203-1/00,Desenvolvimento e licenciamento de programas de computador não-customizáveis
6204000,Seção,Consultoria em tecnologia da informação,62,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,62.0,Atividades dos serviços de tecnologia da informação,62.04-0,Consultoria em tecnologia da informação,6204-0/00,Consultoria em tecnologia da informação
6209100,Seção,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",62,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,62.0,Atividades dos serviços de tecnologia da informação,62.09-1,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",6209-1/00,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
6311900,Seção,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",63,ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO,63.1,"Tratamento de dados, hospedagem na internet e outras atividades relacionadas",63.11-9,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",6311-9/00,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet"
6319400,Seção,"Portais, provedores de conteúdo e outros serviços de informação na internet",63,ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO,63.1,"Tratamento de dados, hospedagem na internet e outras atividades relacionadas",63.19-4,"Portais, provedores de conteúdo e outros serviços de informação na internet",6319-4/00,"Portais, provedores de conteúdo e outros serviços de informação na internet"
